LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
Noida,2016,Maruti,Vitara Brezza VDI OPT,Manual,"41,629 km",Diesel,1st Owner,"₹7,84,299"
Noida,2019,Maruti,XL6 ALPHA SHVS  MT,Manual,"11,659 km",Petrol,1st Owner,"₹9,78,999"
Noida,2017,Maruti,Vitara Brezza VDI OPT,Manual,"34,749 km",Diesel,1st Owner,"₹7,78,699"
Noida,2018,Maruti,Vitara Brezza VDI OPT,Manual,"71,192 km",Diesel,1st Owner,"₹7,19,399"
Noida,2018,Hyundai,Creta 1.4 E PLUS CRDI,,"32,387 km",Diesel,1st Owner,"₹8,95,399"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"61,718 km",Diesel,1st Owner,"₹6,50,599"
Noida,2016,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"95,195 km",Diesel,1st Owner,"₹8,62,499"
Noida,2018,Maruti,Vitara Brezza ZDI,Manual,"54,687 km",Diesel,1st Owner,"₹7,54,299"
Noida,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"21,169 km",Diesel,1st Owner,"₹8,80,499"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"40,458 km",Diesel,1st Owner,"₹7,79,299"
Noida,2016,Maruti,Vitara Brezza VDI OPT,Manual,"70,028 km",Diesel,1st Owner,"₹5,84,299"
Noida,2018,Maruti,Eeco 7 STR,Manual,"18,876 km",Petrol,2nd Owner,"₹3,40,699"
Noida,2014,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"62,254 km",Diesel,1st Owner,"₹5,38,699"
Noida,2018,Maruti,Eeco 7 STR,Manual,"72,019 km",Petrol,1st Owner,"₹3,29,399"
Noida,2017,Maruti,Vitara Brezza VDI OPT,Manual,"83,741 km",Diesel,1st Owner,"₹6,75,599"
Noida,2018,Maruti,Vitara Brezza ZDI AMT,Automatic,"43,568 km",Diesel,2nd Owner,"₹7,83,999"
Noida,2019,Maruti,Vitara Brezza VDI,Manual,"31,245 km",Diesel,1st Owner,"₹8,05,399"
Noida,2015,Hyundai,Creta 1.6 S,Manual,"22,587 km",Petrol,1st Owner,"₹8,02,599"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"26,042 km",Diesel,1st Owner,"₹7,42,399"
Noida,2016,BMW,X1 SDRIVE 20D,Automatic,"26,906 km",Diesel,2nd Owner,"₹19,86,399"
Noida,2015,Audi,Q3 35 TDI Quattro,Automatic,"67,720 km",Diesel,3rd Owner,"₹15,60,499"
Noida,2012,Toyota,Fortuner 3.0 MT 4X4,Manual,"69,594 km",Diesel,1st Owner,"₹12,79,699"
Noida,2017,Volkswagen,Ameo TRENDLINE 1.2,Manual,"40,293 km",Petrol,2nd Owner,"₹5,17,799"
Noida,2020,Hyundai,Verna S PETROL MT,Manual,"19,158 km",Petrol,1st Owner,"₹8,97,099"
Noida,2012,Maruti,Swift Dzire VDI BS IV,Manual,"1,18,117 km",Diesel,1st Owner,"₹3,43,199"
Noida,2012,Maruti,Swift Dzire VDI BS IV,Manual,"54,918 km",Diesel,1st Owner,"₹4,55,499"
Noida,2015,Maruti,Swift Dzire VDI ABS,Manual,"72,380 km",Diesel,1st Owner,"₹4,80,099"
Noida,2015,Honda,Amaze 1.2 SMT I VTEC,Manual,"62,462 km",Petrol,1st Owner,"₹4,89,699"
Noida,2019,Maruti,Dzire VDI,Manual,"26,352 km",Diesel,1st Owner,"₹6,29,899"
Noida,2016,Volkswagen,Vento COMFORTLINE MT PETROL,Manual,"19,369 km",Petrol,1st Owner,"₹5,73,799"
Noida,2017,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"31,724 km",Petrol,1st Owner,"₹4,54,699"
Noida,2013,Maruti,Swift Dzire VDI BS IV,Manual,"66,341 km",Diesel,1st Owner,"₹3,72,799"
Noida,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"61,732 km",Petrol,1st Owner,"₹4,76,699"
Noida,2020,Honda,City ZX CVT,Automatic,"10,322 km",Petrol,1st Owner,"₹12,71,199"
Noida,2012,Ford,Fiesta TITANIUM DIESEL,Manual,"68,356 km",Diesel,2nd Owner,"₹2,85,299"
Noida,2018,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"28,419 km",Petrol,1st Owner,"₹5,04,399"
Noida,2017,Skoda,Rapid 1.5 TDI AT STYLE PLUS,Automatic,"1,38,467 km",Diesel,1st Owner,"₹6,12,799"
Noida,2013,Hyundai,Verna FLUIDIC 1.6 SX CRDI OPT,Manual,"53,517 km",Diesel,1st Owner,"₹4,82,299"
Noida,2017,Maruti,Swift Dzire LDI BS IV,Manual,"51,316 km",Diesel,2nd Owner,"₹5,15,599"
Noida,2019,Maruti,Ciaz DELTA 1.5 SHVS VVT MT,Manual,"7,620 km",Petrol,2nd Owner,"₹8,25,399"
Noida,2018,Toyota,YARIS J MT,Manual,"52,770 km",Petrol,2nd Owner,"₹7,60,599"
Noida,2020,Honda,Amaze 1.2 V MT I-VTEC,Manual,"13,903 km",Petrol,1st Owner,"₹6,91,599"
Noida,2013,Maruti,Swift Dzire VDI BS IV,Manual,"66,341 km",Diesel,1st Owner,"₹3,72,799"
Noida,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"61,732 km",Petrol,1st Owner,"₹4,76,699"
Noida,2020,Honda,City ZX CVT,Automatic,"10,322 km",Petrol,1st Owner,"₹12,71,199"
Noida,2012,Ford,Fiesta TITANIUM DIESEL,Manual,"68,356 km",Diesel,2nd Owner,"₹2,85,299"
Noida,2018,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"28,419 km",Petrol,1st Owner,"₹5,04,399"
Noida,2017,Skoda,Rapid 1.5 TDI AT STYLE PLUS,Automatic,"1,38,467 km",Diesel,1st Owner,"₹6,12,799"
Noida,2016,Hyundai,New Elantra 2.0 SX (O) AT,Automatic,"49,510 km",Petrol,2nd Owner,"₹9,66,099"
Noida,2016,Mercedes,Benz E Class E200 CGI EDITION E,Manual,"19,041 km",Petrol,2nd Owner,"₹22,66,999"
Noida,2014,Toyota,Corolla Altis D 4D J,Manual,"1,03,033 km",Diesel,1st Owner,"₹6,39,299"
Noida,2015,Maruti,Swift VDI ABS,Manual,"1,64,520 km",Diesel,1st Owner,"₹3,82,699"
Noida,2019,Tata,Tiago XT 1.2 REVOTRON,Manual,"34,685 km",Petrol,1st Owner,"₹4,50,299"
Noida,2017,Maruti,Baleno DELTA 1.2 K12,Manual,"20,990 km",Petrol,1st Owner,"₹6,13,499"
Noida,2018,Hyundai,Elite i20 SPORTZ 1.2,Manual,"48,582 km",Petrol,1st Owner,"₹5,90,099"
Noida,2020,Maruti,Baleno DELTA 1.2 K12,Manual,"11,679 km",Petrol,1st Owner,"₹6,63,599"
Noida,2017,Maruti,Alto 800 LXI,Manual,"63,567 km",Petrol,1st Owner,"₹3,46,599"
Noida,2011,Hyundai,i20 MAGNA O 1.2,Manual,"44,007 km",Petrol,1st Owner,"₹2,58,999"
Noida,2016,Hyundai,Elite i20 SPORTZ 1.2,Manual,"24,584 km",Petrol,1st Owner,"₹5,05,199"
Noida,2015,Maruti,Baleno DELTA 1.2 K12,Manual,"22,140 km",Petrol,1st Owner,"₹5,10,699"
Noida,2017,Maruti,Swift VDI ABS,Manual,"69,894 km",Diesel,1st Owner,"₹4,74,699"
Noida,2017,Maruti,Wagon R 1.0 VXI,Manual,"4,956 km",Petrol,1st Owner,"₹3,89,199"
Noida,2017,Maruti,Swift VXI,Manual,"25,626 km",Petrol,1st Owner,"₹5,37,699"
Noida,2017,Hyundai,Elite i20 SPORTZ 1.2,Manual,"64,918 km",Petrol,1st Owner,"₹5,03,999"
Noida,2019,Maruti,Swift LXI,Manual,"16,148 km",Petrol,1st Owner,"₹5,05,299"
Noida,2017,Maruti,Celerio ZXI AMT,Automatic,"38,235 km",Petrol,1st Owner,"₹4,10,499"
Noida,2018,Maruti,Wagon R 1.0 VXI AMT,Automatic,"12,965 km",Petrol,2nd Owner,"₹4,13,999"
Noida,2018,Volkswagen,Polo COMFORTLINE 1.0 PETROL,Manual,"23,826 km",Petrol,1st Owner,"₹5,27,699"
Noida,2017,Maruti,Alto 800 LXI,Manual,"27,919 km",Petrol,2nd Owner,"₹2,88,799"
Noida,2015,Hyundai,Elite i20 ASTA 1.2,Manual,"38,892 km",Petrol,1st Owner,"₹5,51,599"
Noida,2019,Maruti,Baleno DELTA 1.2 K12,Manual,"4,328 km",Petrol,1st Owner,"₹6,53,299"
Noida,2015,Maruti,Swift VDI ABS,Manual,"56,552 km",Diesel,1st Owner,"₹4,79,199"
Noida,2019,Maruti,Alto K10 VXI,Manual,"6,999 km",Petrol,1st Owner,"₹3,86,299"
Noida,2019,Maruti,Alto VXI,Manual,"13,299 km",Petrol,1st Owner,"₹3,55,499"
Noida,2019,Maruti,Alto 800 VXI,Manual,"10,316 km",Petrol,1st Owner,"₹3,78,699"
Noida,2013,Hyundai,Eon D LITE PLUS,Manual,"1,06,269 km",Petrol,1st Owner,"₹1,93,699"
Noida,2010,Maruti,Ritz LXI,Manual,"77,787 km",Petrol,2nd Owner,"₹2,20,199"
Noida,2016,Maruti,Swift ZDI,Manual,"57,783 km",Diesel,2nd Owner,"₹4,52,999"
Noida,2014,Maruti,Swift VDI,Manual,"41,996 km",Diesel,1st Owner,"₹4,12,299"
Noida,2016,Maruti,Alto 800 LXI,Manual,"50,355 km",Petrol,1st Owner,"₹2,83,999"
Noida,2019,Maruti,Baleno DELTA 1.2 K12,Manual,"21,930 km",Petrol,1st Owner,"₹6,04,699"
Noida,2014,Maruti,Celerio VXI AMT,Automatic,"56,443 km",Petrol,1st Owner,"₹3,27,899"
Noida,2015,Maruti,Swift VDI ABS,Manual,"1,04,005 km",Diesel,1st Owner,"₹4,04,899"
Noida,2013,Maruti,Swift VDI,Manual,"70,981 km",Diesel,1st Owner,"₹3,51,099"
Noida,2014,Maruti,Swift VDI,Manual,"1,07,030 km",Diesel,1st Owner,"₹4,21,699"
Noida,2014,Maruti,Swift ZDI,Manual,"72,636 km",Diesel,1st Owner,"₹4,29,499"
Noida,2012,Maruti,Swift VDI,Manual,"31,084 km",Diesel,1st Owner,"₹3,14,499"
Noida,2013,Maruti,Swift VDI,Manual,"1,08,136 km",Diesel,1st Owner,"₹3,33,499"
Noida,2019,Maruti,Swift VXI,Manual,"31,304 km",Petrol,1st Owner,"₹5,25,499"
Noida,2017,Hyundai,Elite i20 SPORTZ 1.4,Manual,"73,261 km",Diesel,1st Owner,"₹5,21,099"
Noida,2017,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"12,308 km",Petrol,1st Owner,"₹4,70,399"
Noida,2018,Datsun,Redi Go 1.0 S AT,,"21,607 km",Petrol,1st Owner,"₹3,40,399"
Noida,2018,Tata,Tiago XZ 1.2 REVOTRON,Manual,"25,562 km",Petrol,1st Owner,"₹4,90,999"
Noida,2017,Tata,Tiago XT 1.2 REVOTRON,Manual,"80,573 km",Petrol,1st Owner,"₹4,59,599"
Noida,2019,Maruti,Alto K10 VXI,Manual,"8,574 km",Petrol,1st Owner,"₹4,24,599"
Noida,2009,Maruti,Wagon R LXI MINOR,Manual,"36,035 km",Petrol,1st Owner,"₹1,48,199"
Noida,2015,Maruti,Swift VDI ABS,Manual,"37,925 km",Diesel,1st Owner,"₹4,05,199"
Noida,2016,Maruti,Wagon R Stingray VXI,Manual,"34,845 km",Petrol,1st Owner,"₹3,88,199"
Noida,2016,Maruti,Swift VDI OPT,Manual,"50,453 km",Diesel,1st Owner,"₹4,46,799"
Noida,2015,Maruti,Swift VDI ABS,Manual,"64,156 km",Diesel,1st Owner,"₹4,13,399"
Noida,2016,Maruti,Alto K10 LXI,Manual,"32,669 km",Petrol,1st Owner,"₹3,11,199"
Noida,2018,Maruti,Swift VDI,Manual,"66,535 km",Diesel,1st Owner,"₹5,77,599"
Noida,2018,Maruti,Celerio VXI,Manual,"7,179 km",Petrol,1st Owner,"₹4,25,499"
Noida,2014,Honda,Brio 1.2 VX AT I VTEC,Automatic,"1,07,300 km",Petrol,1st Owner,"₹4,15,299"
Noida,2015,Maruti,Swift VDI ABS,Manual,"56,552 km",Diesel,1st Owner,"₹4,79,199"
Noida,2019,Maruti,Alto K10 VXI,Manual,"6,999 km",Petrol,1st Owner,"₹3,86,299"
Noida,2019,Maruti,Alto VXI,Manual,"13,299 km",Petrol,1st Owner,"₹3,55,499"
Noida,2019,Maruti,Alto 800 VXI,Manual,"10,316 km",Petrol,1st Owner,"₹3,78,699"
Noida,2013,Hyundai,Eon D LITE PLUS,Manual,"1,06,269 km",Petrol,1st Owner,"₹1,93,699"
Noida,2010,Maruti,Ritz LXI,Manual,"77,787 km",Petrol,2nd Owner,"₹2,20,199"
Noida,2016,Maruti,Swift ZDI,Manual,"57,783 km",Diesel,2nd Owner,"₹4,52,999"
Noida,2019,Maruti,Baleno DELTA 1.2 K12,Manual,"20,976 km",Petrol,1st Owner,"₹7,12,399"
Noida,2021,Renault,Kwid RXL,Manual,"1,529 km",Petrol,1st Owner,"₹4,59,599"
Noida,2012,Toyota,Etios Liva GD,Manual,"1,11,382 km",Diesel,1st Owner,"₹3,13,599"
Noida,2011,Hyundai,i10 ERA 1.1 IRDE,Manual,"55,623 km",Petrol,1st Owner,"₹1,88,799"
Noida,2016,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"26,951 km",Petrol,1st Owner,"₹4,15,399"
Noida,2020,Maruti,Alto LXI,Manual,"19,593 km",Petrol + CNG,1st Owner,"₹3,54,799"
Noida,2009,Maruti,Alto LXI,Manual,"1,19,227 km",Petrol,1st Owner,"₹1,26,399"
Noida,2018,Ford,New Figo 1.2 TREND,Manual,"23,035 km",Petrol,1st Owner,"₹4,32,899"
Noida,2015,Maruti,Alto 800 LXI,Manual,"28,684 km",Petrol,1st Owner,"₹2,54,699"
Noida,2016,Maruti,Alto K10 VXI AMT,Manual,"15,471 km",Petrol,1st Owner,"₹3,40,899"
Noida,2018,Maruti,Swift VXI,Manual,"24,793 km",Petrol,1st Owner,"₹5,15,899"
Noida,2020,Maruti,S PRESSO VXI PLUS,Manual,"17,058 km",Petrol,1st Owner,"₹4,06,299"
Noida,2018,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"16,558 km",Petrol,1st Owner,"₹4,83,399"
Noida,2018,Maruti,Alto 800 LXI,Manual,"12,083 km",Petrol,1st Owner,"₹3,11,299"
Noida,2016,Hyundai,New Elantra 2.0 SX (O) AT,Automatic,"49,510 km",Petrol,2nd Owner,"₹9,66,099"
Noida,2016,Mercedes,Benz E Class E200 CGI EDITION E,Manual,"19,041 km",Petrol,2nd Owner,"₹22,66,999"
Noida,2014,Toyota,Corolla Altis D 4D J,Manual,"1,03,033 km",Diesel,1st Owner,"₹6,39,299"
Noida,2016,BMW,X1 SDRIVE 20D,Automatic,"26,906 km",Diesel,2nd Owner,"₹19,86,399"
Noida,2012,Toyota,Fortuner 3.0 MT 4X4,Manual,"69,594 km",Diesel,1st Owner,"₹12,79,699"
Noida,2015,Audi,Q3 35 TDI Quattro,Automatic,"67,720 km",Diesel,3rd Owner,"₹15,60,499"
Noida,2017,Volkswagen,Ameo TRENDLINE 1.2,Manual,"40,293 km",Petrol,2nd Owner,"₹5,17,799"
Noida,2020,Hyundai,Verna S PETROL MT,Manual,"19,158 km",Petrol,1st Owner,"₹8,97,099"
Noida,2012,Maruti,Swift Dzire VDI BS IV,Manual,"1,18,117 km",Diesel,1st Owner,"₹3,43,199"
Noida,2012,Maruti,Swift Dzire VDI BS IV,Manual,"54,918 km",Diesel,1st Owner,"₹4,55,499"
Noida,2015,Maruti,Swift Dzire VDI ABS,Manual,"72,380 km",Diesel,1st Owner,"₹4,80,099"
Noida,2015,Honda,Amaze 1.2 SMT I VTEC,Manual,"62,462 km",Petrol,1st Owner,"₹4,89,699"
Noida,2019,Maruti,Dzire VDI,Manual,"26,352 km",Diesel,1st Owner,"₹6,29,899"
Noida,2016,Volkswagen,Vento COMFORTLINE MT PETROL,Manual,"19,369 km",Petrol,1st Owner,"₹5,73,799"
Noida,2017,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"31,724 km",Petrol,1st Owner,"₹4,54,699"
Noida,2013,Maruti,Swift Dzire VDI BS IV,Manual,"66,341 km",Diesel,1st Owner,"₹3,72,799"
Noida,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"61,732 km",Petrol,1st Owner,"₹4,76,699"
Noida,2020,Honda,City ZX CVT,Automatic,"10,322 km",Petrol,1st Owner,"₹12,71,199"
Noida,2012,Ford,Fiesta TITANIUM DIESEL,Manual,"68,356 km",Diesel,2nd Owner,"₹2,85,299"
Noida,2018,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"28,419 km",Petrol,1st Owner,"₹5,04,399"
Noida,2017,Skoda,Rapid 1.5 TDI AT STYLE PLUS,Automatic,"1,38,467 km",Diesel,1st Owner,"₹6,12,799"
Noida,2013,Hyundai,Verna FLUIDIC 1.6 SX CRDI OPT,Manual,"53,517 km",Diesel,1st Owner,"₹4,82,299"
Noida,2017,Maruti,Swift Dzire LDI BS IV,Manual,"51,316 km",Diesel,2nd Owner,"₹5,15,599"
Noida,2019,Maruti,Ciaz DELTA 1.5 SHVS VVT MT,Manual,"7,620 km",Petrol,2nd Owner,"₹8,25,399"
Noida,2018,Toyota,YARIS J MT,Manual,"52,770 km",Petrol,2nd Owner,"₹7,60,599"
Noida,2020,Honda,Amaze 1.2 V MT I-VTEC,Manual,"13,903 km",Petrol,1st Owner,"₹6,91,599"
Noida,2016,Honda,Amaze 1.2 SMT I VTEC,Manual,"66,235 km",Petrol + CNG,2nd Owner,"₹4,82,099"
Noida,2013,Maruti,Swift Dzire LDI BS IV,Manual,"49,944 km",Diesel,2nd Owner,"₹3,54,299"
Noida,2020,Honda,Amaze 1.2 SMT I VTEC,Manual,"12,514 km",Petrol,1st Owner,"₹6,46,899"
Noida,2017,Maruti,Dzire VDI,Manual,"1,09,291 km",Diesel,1st Owner,"₹5,53,999"
Noida,2014,Maruti,Ciaz VDI PLUS,Manual,"62,366 km",Diesel,1st Owner,"₹5,39,699"
Noida,2014,Maruti,Ciaz ZDI,Manual,"1,23,906 km",Diesel,3rd Owner,"₹3,90,599"
Noida,2016,BMW,X1 SDRIVE 20D,Automatic,"26,906 km",Diesel,2nd Owner,"₹19,86,399"
Noida,2015,Audi,Q3 35 TDI Quattro,Automatic,"67,720 km",Diesel,3rd Owner,"₹15,60,499"
Noida,2012,Toyota,Fortuner 3.0 MT 4X4,Manual,"69,594 km",Diesel,1st Owner,"₹12,79,699"
Noida,2016,Hyundai,New Elantra 2.0 SX (O) AT,Automatic,"49,510 km",Petrol,2nd Owner,"₹9,66,099"
Noida,2016,Mercedes,Benz E Class E200 CGI EDITION E,Manual,"19,041 km",Petrol,2nd Owner,"₹22,66,999"
Noida,2014,Toyota,Corolla Altis D 4D J,Manual,"1,03,033 km",Diesel,1st Owner,"₹6,39,299"
Noida,2018,Hyundai,Creta 1.6 E + VTVT,Manual,"39,294 km",Petrol,2nd Owner,"₹8,98,799"
Noida,2016,Maruti,Vitara Brezza ZDI,Manual,"92,569 km",Diesel,1st Owner,"₹6,69,099"
Noida,2018,Maruti,Vitara Brezza VDI OPT,Manual,"60,395 km",Diesel,1st Owner,"₹6,83,399"
Noida,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"3,393 km",Petrol,1st Owner,"₹6,78,199"
Noida,2017,Toyota,Innova Crysta Touring Sport Diesel AT,Automatic,"85,295 km",Diesel,1st Owner,"₹15,00,699"
Noida,2018,Maruti,Vitara Brezza ZDI + AMT,Automatic,"28,144 km",Diesel,1st Owner,"₹9,13,699"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"82,601 km",Diesel,1st Owner,"₹6,36,299"
Noida,2017,Hyundai,Creta 1.6 E + VTVT,Manual,"53,571 km",Petrol,2nd Owner,"₹7,47,799"
Noida,2015,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"80,045 km",Diesel,2nd Owner,"₹7,76,799"
Noida,2018,Maruti,Vitara Brezza VDI OPT,Manual,"36,116 km",Diesel,1st Owner,"₹6,86,499"
Noida,2016,Maruti,Vitara Brezza ZDI,Manual,"72,378 km",Diesel,1st Owner,"₹6,58,799"
Noida,2018,Maruti,Eeco 5 STR CNG WITH AC PLUSHTR,Manual,"36,507 km",Petrol + CNG,1st Owner,"₹3,43,699"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"34,119 km",Diesel,1st Owner,"₹6,99,499"
Noida,2017,Maruti,Vitara Brezza LDI OPT,Manual,"39,643 km",Diesel,1st Owner,"₹6,17,199"
Noida,2017,Maruti,Vitara Brezza VDI OPT,Manual,"83,741 km",Diesel,1st Owner,"₹6,75,599"
Noida,2018,Maruti,Vitara Brezza ZDI AMT,Automatic,"43,568 km",Diesel,2nd Owner,"₹7,83,999"
Noida,2019,Maruti,Vitara Brezza VDI,Manual,"31,245 km",Diesel,1st Owner,"₹8,05,399"
Noida,2015,Hyundai,Creta 1.6 S,Manual,"22,587 km",Petrol,1st Owner,"₹8,02,599"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"26,042 km",Diesel,1st Owner,"₹7,42,399"
Noida,2016,Maruti,Vitara Brezza VDI OPT,Manual,"41,629 km",Diesel,1st Owner,"₹7,84,299"
Noida,2019,Maruti,XL6 ALPHA SHVS  MT,Manual,"11,659 km",Petrol,1st Owner,"₹9,78,999"
Noida,2017,Maruti,Vitara Brezza VDI OPT,Manual,"34,749 km",Diesel,1st Owner,"₹7,78,699"
Noida,2018,Maruti,Vitara Brezza VDI OPT,Manual,"71,192 km",Diesel,1st Owner,"₹7,19,399"
Noida,2018,Hyundai,Creta 1.4 E PLUS CRDI,,"32,387 km",Diesel,1st Owner,"₹8,95,399"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"61,718 km",Diesel,1st Owner,"₹6,50,599"
Noida,2016,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"95,195 km",Diesel,1st Owner,"₹8,62,499"
Noida,2018,Maruti,Vitara Brezza ZDI,Manual,"54,687 km",Diesel,1st Owner,"₹7,54,299"
Noida,2015,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"80,045 km",Diesel,2nd Owner,"₹7,76,799"
Noida,2018,Maruti,Vitara Brezza VDI OPT,Manual,"36,116 km",Diesel,1st Owner,"₹6,86,499"
Noida,2016,Maruti,Vitara Brezza ZDI,Manual,"72,378 km",Diesel,1st Owner,"₹6,58,799"
Noida,2018,Maruti,Eeco 5 STR CNG WITH AC PLUSHTR,Manual,"36,507 km",Petrol + CNG,1st Owner,"₹3,43,699"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"34,119 km",Diesel,1st Owner,"₹6,99,499"
Noida,2017,Maruti,Vitara Brezza LDI OPT,Manual,"39,643 km",Diesel,1st Owner,"₹6,17,199"
Gurgaon,2018,Hyundai,Creta 1.6 E + VTVT,Manual,"39,294 km",Petrol,2nd Owner,"₹8,98,799"
Gurgaon,2016,Maruti,Vitara Brezza ZDI,Manual,"92,569 km",Diesel,1st Owner,"₹6,69,099"
Gurgaon,2018,Maruti,Vitara Brezza VDI OPT,Manual,"60,395 km",Diesel,1st Owner,"₹6,83,399"
Gurgaon,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"3,393 km",Petrol,1st Owner,"₹6,78,199"
Gurgaon,2017,Toyota,Innova Crysta Touring Sport Diesel AT,Automatic,"85,295 km",Diesel,1st Owner,"₹15,00,699"
Gurgaon,2018,Maruti,Vitara Brezza ZDI + AMT,Automatic,"28,144 km",Diesel,1st Owner,"₹9,13,699"
Gurgaon,2018,Maruti,Vitara Brezza VDI,Manual,"82,601 km",Diesel,1st Owner,"₹6,36,299"
Gurgaon,2017,Hyundai,Creta 1.6 E + VTVT,Manual,"53,571 km",Petrol,2nd Owner,"₹7,47,799"
Gurgaon,2015,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"80,045 km",Diesel,2nd Owner,"₹7,76,799"
Gurgaon,2018,Maruti,Vitara Brezza VDI OPT,Manual,"36,116 km",Diesel,1st Owner,"₹6,86,499"
Gurgaon,2016,Maruti,Vitara Brezza ZDI,Manual,"72,378 km",Diesel,1st Owner,"₹6,58,799"
Gurgaon,2018,Maruti,Eeco 5 STR CNG WITH AC PLUSHTR,Manual,"36,507 km",Petrol + CNG,1st Owner,"₹3,43,699"
Gurgaon,2018,Maruti,Vitara Brezza VDI,Manual,"34,119 km",Diesel,1st Owner,"₹6,99,499"
Gurgaon,2017,Maruti,Vitara Brezza LDI OPT,Manual,"39,643 km",Diesel,1st Owner,"₹6,17,199"
Gurgaon,2016,Maruti,Vitara Brezza VDI OPT,Manual,"41,629 km",Diesel,1st Owner,"₹7,84,299"
Gurgaon,2019,Maruti,XL6 ALPHA SHVS  MT,Manual,"11,659 km",Petrol,1st Owner,"₹9,78,999"
Gurgaon,2017,Maruti,Vitara Brezza VDI OPT,Manual,"34,749 km",Diesel,1st Owner,"₹7,78,699"
Gurgaon,2018,Maruti,Vitara Brezza VDI OPT,Manual,"71,192 km",Diesel,1st Owner,"₹7,19,399"
Gurgaon,2018,Hyundai,Creta 1.4 E PLUS CRDI,,"32,387 km",Diesel,1st Owner,"₹8,95,399"
Gurgaon,2018,Maruti,Vitara Brezza VDI,Manual,"61,718 km",Diesel,1st Owner,"₹6,50,599"
Gurgaon,2016,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"95,195 km",Diesel,1st Owner,"₹8,62,499"
Gurgaon,2018,Maruti,Vitara Brezza ZDI,Manual,"54,687 km",Diesel,1st Owner,"₹7,54,299"
Gurgaon,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"21,169 km",Diesel,1st Owner,"₹8,80,499"
Gurgaon,2018,Maruti,Vitara Brezza VDI,Manual,"40,458 km",Diesel,1st Owner,"₹7,79,299"
Gurgaon,2016,Maruti,Vitara Brezza VDI OPT,Manual,"70,028 km",Diesel,1st Owner,"₹5,84,299"
Gurgaon,2018,Maruti,Eeco 7 STR,Manual,"18,876 km",Petrol,2nd Owner,"₹3,40,699"
Gurgaon,2014,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"62,254 km",Diesel,1st Owner,"₹5,38,699"
Gurgaon,2018,Maruti,Eeco 7 STR,Manual,"72,019 km",Petrol,1st Owner,"₹3,29,399"
Gurgaon,2017,Maruti,Vitara Brezza VDI OPT,Manual,"83,741 km",Diesel,1st Owner,"₹6,75,599"
Gurgaon,2018,Maruti,Vitara Brezza ZDI AMT,Automatic,"43,568 km",Diesel,2nd Owner,"₹7,83,999"
Gurgaon,2019,Maruti,Vitara Brezza VDI,Manual,"31,245 km",Diesel,1st Owner,"₹8,05,399"
Gurgaon,2015,Hyundai,Creta 1.6 S,Manual,"22,587 km",Petrol,1st Owner,"₹8,02,599"
Gurgaon,2018,Maruti,Vitara Brezza VDI,Manual,"26,042 km",Diesel,1st Owner,"₹7,42,399"
Gurgaon,2016,BMW,X1 SDRIVE 20D,Automatic,"26,906 km",Diesel,2nd Owner,"₹19,86,399"
Gurgaon,2015,Audi,Q3 35 TDI Quattro,Automatic,"67,720 km",Diesel,3rd Owner,"₹15,60,499"
Gurgaon,2012,Toyota,Fortuner 3.0 MT 4X4,Manual,"69,594 km",Diesel,1st Owner,"₹12,79,699"
Gurgaon,2017,Volkswagen,Ameo TRENDLINE 1.2,Manual,"40,293 km",Petrol,2nd Owner,"₹5,17,799"
Gurgaon,2020,Hyundai,Verna S PETROL MT,Manual,"19,158 km",Petrol,1st Owner,"₹8,97,099"
