LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
"Thiruballamal, Chelakkara",2010,Mahindra ,2009-2011 D2,MANUAL,"200,000 KM",DIESEL,3rd,"2,05,000"
"Shalimar Bagh, Delhi",2012,Nissan Sunny ,Diesel XL,MANUAL,72000.0 KM,DIESEL,2nd,"2,21,000"
"Shalimar Bagh, Delhi",2019,Hyundai ,1.4 VTVT,MANUAL,9900.0 KM,PETROL,1st,"8,95,000"
"Ghadoi, Valsad",2013,Maruti ,2012-2015 VDI,MANUAL,"200,000 KM",DIESEL,2nd,"5,45,000"
"Dadri, Charkhi Dadri",2012,Ford ,2010-2012 Diesel Titanium,AUTOMATIC,"96,000 KM",DIESEL,2nd,"1,50,000"
"Pakriar Pachim Patti, Sewarhi",2013,Mahindra ,SLE BS IV,MANUAL,"123,000 KM",DIESEL,1st,"3,40,000"
"Preet Vihar, Delhi",2013,Maruti ,2012-2016 LXI,MANUAL,53000.0 KM,PETROL,1st,"2,10,000"
"Cheema Nagar, Jalandhar",2009,Maruti ,2004-2010 VDI BSIV,MANUAL,"80,000 KM",DIESEL,3rd,"2,35,000"
"Burahanpuram, Khammam",2017,Ford ,1.5D Titanium MT,MANUAL,"36,500 KM",DIESEL,1st,"5,00,000"
"Dayalpur, Faridabad",2008,Marutilto ,LXi,MANUAL,"84,000 KM",PETROL,1st,"1,20,000"
"Sector 6, Bahadurgarh",2011,Mahindra ,2009-2014 SLE BSIV,MANUAL,"76,000 KM",DIESEL,2nd,"3,55,000"
"Goregaon East, Mumbai",2007,Honda ,2007-2012 MT With Sun Roof,MANUAL,70000.0 KM,PETROL,3rd,"2,99,000"
"Santosi Estate, Bhubaneshwar",2019,Maruti ,Delta CVT,MANUAL,"31,547 KM",PETROL,1st,"5,60,000"
"Nijam Nagar, Jalandhar",2010,Mercedes Benz Innova ,2.5 V 7 STR,MANUAL,87000.0 KM,DIESEL,1st,"5,30,000"
"Sector 19, Noida",2016,Volkswagen Polo ,GT TSI Sport Edition,AUTOMATIC,50000 KM,PETROL,First,"6,25,000"
"Rajkot Housing Society, Rajkot",2013,Audi Q7 ,3.0 TDI quattro,AUTOMATIC,70000 KM,DIESEL,Second,"18,00,000"
"Harshit Nagar, Raipur",2008,Maruti ,1999-2006 VXI BSIII,MANUAL,90000 KM,PETROL,First,"1,25,000"
"Nethaji Nagar, Kochi",2016,Maruti Dzire ,VXI,MANUAL,"53,698 KM",PETROL,2nd,"1,85,000"
Markapur Rural,2018,Force Motors Force One ,Others,MANUAL,"110,826 KM",DIESEL,2nd,"7,20,000"
"Defence Colony, Porvorim",2010,Maruti ,2007-2012 Zxi BSIII,MANUAL,112000.0 KM,PETROL,2nd,"2,15,000"
"Prth India Layout, Nagpur",2021,Renault Kiger ,RXZ Turbo CVT DT,MANUAL,"9,500 KM",PETROL,1st,"8,90,000"
"Begambur, Dindigul",2017,Maruti ,Delta,MANUAL,80000.0 KM,DIESEL,1st,"7,20,000"
"RM Colony, Dindigul",2009,Mahindra ,2009-2014 SLE BSIII,MANUAL,160000.0 KM,DIESEL,2nd,"4,95,000"
"Rasulpurgarh, Miranpur",2016,Maruti ,ZDi,MANUAL,"80,000 KM",DIESEL,1st,"5,75,000"
"RM Colony, Dindigul",2015,Hyundai ,2015-2017 Asta 1.2,MANUAL,70000.0 KM,PETROL,1st,"4,90,000"
"Hiranandani Meadows, Thane",2010,Fiat Linea ,Others,MANUAL,"95,000 KM",PETROL,2nd,"2,50,000"
"Tarapur, Silchar",2016,Marutilto K10 ,VXI,MANUAL,"16,000 KM",PETROL,1st,"3,10,000"
"Kolathur Kannagi Nagar, Chennai",2008,Maruti ,VXi,MANUAL,52000.0 KM,PETROL,1st,"1,95,000"
"Bvk Iyengar Road Bangalore, Bengaluru",2006,Hyundai ,XO,MANUAL,89000.0 KM,PETROL,1st,"1,95,000"
"Dahisar East, Mumbai",2015,Mahindra ,C8,MANUAL,80000.0 KM,DIESEL,2nd,"2,99,000"
"Begambur, Dindigul",2007,Maruti ,LXI,MANUAL,90000.0 KM,LPG,2nd,"1,59,000"
"Jayanagar, Bengaluru",2018,Mercedes Benz Innova Crysta ,2.4 V,MANUAL,82000.0 KM,DIESEL,1st,"18,50,000"
"Chowk, Lucknow",2010,Marutilto ,LXi,MANUAL,62000.0 KM,PETROL,1st,"1,25,000"
"Tomar Colony, Delhi",2019,Hyundai ,1.2 VTVT E,MANUAL,70000 KM,CNG,First,"4,50,000"
"Ramalingeswara Nagar, Vijayawada",2013,Maruti ,VXI BS IV with ABS,MANUAL,40000 KM,PETROL,First,"2,90,000"
"Mathikere, Bengaluru",2007,Tata ,Xeta GLS BS IV,MANUAL,"41,500 KM",PETROL,2nd,"1,20,000"
"Chak Bana Brahamana, Bishna",2005,Hyundai ,GLX,AUTOMATIC,"30,000 KM",PETROL,2nd,"1,00,000"
"Jawahar Baug Society, Vadodara",2009,Tata ,Others,MANUAL,"100,000 KM",DIESEL,1st,"3,25,000"
"Bank Colony, Udala",2011,Volkswagen Polo ,1.5 TDI Highline,AUTOMATIC,"85,000 KM",DIESEL,3rd,"50,000"
"Bhikaji Cama Place, Delhi",2012,Volkswagen Vento ,,--,61000.0 KM,PETROL,1st,"2,59,999"
"Burari, Delhi",2014,Honda ,,--,37000.0 KM,PETROL,2nd,"2,99,999"
"Bhikaji Cama Place, Delhi",2014,Honda ,,--,38000.0 KM,PETROL,2nd,"2,99,999"
"Peera Garhi, Delhi",2013,Maruti Dzire ,,--,54000.0 KM,DIESEL,1st,"2,89,999"
"Peera Garhi, Delhi",2012,Maruti Dzire ,,--,55000.0 KM,PETROL,1st,"2,69,999"
"Shahdara, Delhi",2017,Renault Kwid ,,--,38000.0 KM,PETROL,1st,"2,39,999"
"Kandasamy Ground Layout, Coimbatore",2012,Nissan Sunny ,2014-2016 Diesel XL,MANUAL,105000.0 KM,DIESEL,1st,"4,09,999"
"Kandasamy Ground Layout, Coimbatore",2007,Mercedes Benz Innova ,2.5 G (Diesel) 8 - Seater,MANUAL,300000.0 KM,DIESEL,2nd,"5,14,999"
"Kandasamy Ground Layout, Coimbatore",2013,Ford ,Others,MANUAL,152000.0 KM,DIESEL,1st,"3,49,999"
"Sarita Vihar, Delhi",2014,Nissan Terrano ,2013-2017 XL 85 PS,MANUAL,81000.0 KM,DIESEL,1st,"4,35,000"
"Sarita Vihar, Delhi",2016,Volkswagen Polo ,1.0 MPI Comfortline,MANUAL,58000.0 KM,PETROL,1st,"4,25,000"
"Alagu Nagar, Namakkal",2011,Hyundai ,GLS LPG,MANUAL,86000.0 KM,LPG,1st,"2,85,000"
"Kottivakkam, Chennai",2017,Mercedes Benz ,E 220 d,AUTOMATIC,16000.0 KM,DIESEL,1st,"43,00,000"
"Aman Nagar, Raipur",2008,Hyundai ,1.2 Kappa Magna,MANUAL,90000 KM,PETROL,Second,"1,70,000"
"Shamlong, Ranchi",2014,Nissan Sunny ,Special Edition,MANUAL,70000 KM,PETROL,First,"1,85,000"
"Balaji Nagar, Bengaluru",2012,Volkswagen Vento ,1.5 TDI Highline,MANUAL,85000.0 KM,DIESEL,1st,"4,25,000"
"Nana Bazar, Anand",2013,Maruti ,LXI,MANUAL,76000.0 KM,CNG & HYBRIDS,1st,"2,50,000"
"Nana Bazar, Anand",2015,Hyundai ,D Lite Plus,MANUAL,31000.0 KM,PETROL,1st,"2,50,000"
"Palarivattom, Kochi",2018,Land Rover Discovery Sport ,Petrol HSE 7S,AUTOMATIC,30000.0 KM,PETROL,1st,"46,00,000"
"Sector 33A, Chandigarh",2011,Maruti ,VDi,MANUAL,58000.0 KM,DIESEL,1st,"2,75,000"
"Preet Vihar, Delhi",2013,Honda ,2011-2013 V MT,MANUAL,86000.0 KM,PETROL,1st,"4,75,000"
"Preet Vihar, Delhi",2015,Hyundai ,Asta 1.2 (O),MANUAL,60000.0 KM,PETROL,1st,"5,50,000"
"Preet Vihar, Delhi",2014,Hyundai ,1.2 VTVT S,MANUAL,18000.0 KM,PETROL,1st,"3,60,000"
"Preet Vihar, Delhi",2012,Maruti ,2007-2012 Vxi BSIV,MANUAL,52000.0 KM,CNG & HYBRIDS,1st,"2,80,000"
"Preet Vihar, Delhi",2015,Maruti ,LXI Optional-O,MANUAL,56000.0 KM,CNG & HYBRIDS,1st,"4,00,000"
"Preet Vihar, Delhi",2017,Hyundai ,1.6 SX Plus,MANUAL,19000.0 KM,PETROL,1st,"9,75,000"
"Kakkanad, Kochi",2014,Marutilto K10 ,VXI,MANUAL,57000.0 KM,PETROL,1st,"2,69,999"
"Kakkanad, Kochi",2012,Marutilto K10 ,K10 VXi (O),MANUAL,78000.0 KM,PETROL,1st,"2,69,999"
"Tumkur Road, Bengaluru",2012,Honda ,2011-2013 V AT,AUTOMATIC,73508.0 KM,PETROL,--,"4,75,000"
"Palarivattom, Kochi",2016,Mercedes Benz Innova Crysta ,2.8Z Automatic,AUTOMATIC,148000.0 KM,DIESEL,1st,"17,75,000"
"Karkar Duma, Delhi",2018,Maruti ,VDi,MANUAL,27000.0 KM,DIESEL,1st,"7,75,000"
"Prahlad nagar, Ahmedabad",2009,Audi A6 ,2009-2011 2.7 TDI,AUTOMATIC,80000.0 KM,DIESEL,2nd,"7,00,000"
"Cherai, Kochi",2010,Ford ,Others,MANUAL,140000 KM,DIESEL,First,"1,20,000"
"Gunowal, Jandiala Amritsar District",1986,Mahindra ,1.5 dCi D6,MANUAL,90000 KM,DIESEL,Second,"95,000"
"Palarivattom, Kochi",2017,Mercedes Benz ,350d 4MATIC,AUTOMATIC,35000.0 KM,DIESEL,2nd,"70,00,000"
"New Rajdhani Enclave, Delhi",2019,Hyundai ,Magna Executive 1.2,MANUAL,13000.0 KM,PETROL,1st,"6,55,000"
"Preet Vihar, Delhi",2015,Maruti Dzire ,VXI,MANUAL,51000.0 KM,PETROL,1st,"4,65,000"
"Preet Vihar, Delhi",2015,Hyundai ,Era +,MANUAL,55000.0 KM,PETROL,1st,"2,60,000"
"Kaloor, Kochi",2020,Honda ,VX CVT,--,1.0 KM,--,--,"15,000"
"Dilshad Garden, Delhi",2016,Datsun Redi Go ,1.0 Limited Edition 2018,MANUAL,43200.0 KM,PETROL,1st,"1,85,000"
"Dilshad Garden, Delhi",2017,Datsun Redi Go ,1.0 Limited Edition 2018,MANUAL,42500.0 KM,PETROL,1st,"1,86,000"
"Kalamassery, Kochi",2008,Mahindra ,1.5 DLE Diesel,MANUAL,241393.0 KM,DIESEL,1st,"99,000"
"Mysore, Mysuru",2011,Maruti Dzire ,ZXI,MANUAL,69178.0 KM,PETROL,1st,"3,90,000"
"Sector 33A, Chandigarh",2012,Nissan Sunny ,XV,MANUAL,82000.0 KM,DIESEL,1st,"3,65,000"
"Sector 33A, Chandigarh",2011,Maruti ,VDi,MANUAL,78000.0 KM,DIESEL,2nd,"2,55,000"
"Sector 33A, Chandigarh",2012,Ford ,Duratorq ZXI 1.4,MANUAL,80000.0 KM,DIESEL,1st,"2,10,000"
"Sector 33A, Chandigarh",2008,Ford ,2004-2010 1.4 Duratorq ZXI,MANUAL,72000.0 KM,PETROL,2nd,"1,65,000"
"Sector 33A, Chandigarh",2013,Hyundai ,1.2 CRDi Sportz,MANUAL,65000.0 KM,DIESEL,1st,"3,25,000"
"Sector 33A, Chandigarh",2010,Chevrolet ,LT,MANUAL,83000.0 KM,DIESEL,1st,"2,95,000"
"Coconut Garden, Bengaluru",2013,Hyundai ,,MANUAL,55722.0 KM,PETROL,--,"4,25,000"
"Thiru Neelakanda Puram, Tiruppur",2015,Volkswagen Jetta ,2.0L TDI Highline AT,AUTOMATIC,100000.0 KM,DIESEL,1st,"11,50,000"
"Mulund West, Mumbai",2010,Mercedes Benz Fortuner ,3.0 4x4 Manual,MANUAL,90000.0 KM,DIESEL,1st,"8,75,000"
"Ashwini Nagar, Raipur",2008,Maruti ,2004-2010 VDI BSIV,AUTOMATIC,120000 KM,DIESEL,Fourth,"1,75,000"
"New Bahadur Colony, Patna",2007,Hyundai ,XE,MANUAL,40000 KM,CNG,First,"1,35,000"
"Sector 33A, Chandigarh",2008,Skoda ,1.9 TDI MT Ambiente,MANUAL,188000.0 KM,DIESEL,1st,"2,75,000"
"Sector 33A, Chandigarh",2008,Maruti ,LXI,MANUAL,85000.0 KM,PETROL,2nd,"1,65,000"
"Thiruvannur, Kozhikode",2017,Volkswagen Polo ,1.2 MPI Anniversary Edition,MANUAL,100000.0 KM,PETROL,1st,"5,40,000"
"Sector 45, Noida",2015,Honda ,,AUTOMATIC,80410.0 KM,PETROL,--,"6,09,000"
"Maharana Pratap Chowk, Bilaspur",2019,Ford ,Titanium Petrol,MANUAL,44250.0 KM,PETROL,1st,"6,50,000"
"Raj Nagar, Nagpur",2011,Tata ,2009-2011 Lx,MANUAL,70000 KM,PETROL,Second,"81,000"
"Naharpur Rupa, Gurgaon",2014,Mahindra ,2009-2014 VLX 2WD ABS AT BSIII,MANUAL,90000 KM,DIESEL,Third,"5,25,000"
"Ram Krishna Nagar, Vijayawada",2016,Maruti ,AMT VXI Plus Option,AUTOMATIC,80000.0 KM,PETROL,1st,"4,20,000"
"Dwarka, Delhi",2017,Volkswagen Polo ,1.2 MPI Highline Plus,MANUAL,38744.0 KM,PETROL,1st,"5,38,200"
"Nehrugram, Dehradun",2007,Maruti ,Others,AUTOMATIC,120000 KM,PETROL,First,"1,30,000"
"Indirapuram Shakti Khand 2, Ghaziabad",2016,Maruti ,5 STR With AC Plus HTR (CNG),MANUAL,51000.0 KM,CNG & HYBRIDS,1st,"3,25,000"
"Kokkirakulam, Tirunelveli",2010,Mahindra ,2001-2010 SLX 2WD BSIII,MANUAL,105000.0 KM,DIESEL,2nd,"4,65,000"
"Chincholi, Panaji",2012,Hyundai ,Sportz 1.2 Kappa2,MANUAL,29000.0 KM,PETROL,1st,"2,70,000"
"Sunder Nagar, Ahmedabad",2016,Hyundai ,1.2 Kappa Magna AT,AUTOMATIC,45000.0 KM,PETROL,1st,"5,25,000"
Sirhind,2013,Tata ,2008-2012 LX (TDI) BS III,MANUAL,"72,000 KM",DIESEL,1st,"1,30,000"
"Dwarka Mor, Delhi",2020,Hyundai ,S,MANUAL,"6,400 KM",PETROL,1st,"8,10,000"
"Dhimar Khera, Kashipur",2019,Ford ,1.5 Petrol Trend,MANUAL,"5,000 KM",PETROL,1st,"8,90,000"
"Rohini Sector 7, Delhi",2014,Mahindra ,W8,MANUAL,43000.0 KM,DIESEL,1st,"6,25,000"
"Neduvathoor, Kottarakkara",2015,Honda ,1.2 EMT I VTEC,MANUAL,76000.0 KM,PETROL,1st,"3,95,000"
"Hari Nagar, Delhi",2009,Ambassador Ambassador ,Classic 1800 ISZ MPFI AC PS,MANUAL,120000 KM,PETROL,Second,"1,50,000"
"New Jakkanpur, Patna",2009,Maruti ,2010-2012 VXI BSIII,MANUAL,30000 KM,PETROL,First,"4,00,000"
"Tanglamudi, Eluru",2019,Tata ,,MANUAL,"37,500 KM",DIESEL,1st,"4,25,000"
"Kuruppampady, Perumbavoor",2012,Bajaj ,Others,MANUAL,0 KM,DIESEL,1st,"20,000"
"Devdharpur, Tikari",2013,Maruti ,AC BSIII,MANUAL,"20,000 KM",DIESEL,2nd,"70,000"
"Malleshwaram, Bengaluru",2006,Hyundai ,,MANUAL,70000.0 KM,PETROL,3rd,"1,40,000"
"Laxhmanpur, Patna",2008,Mahindra ,2002-2013 2.6 SPORTZ CRDe,MANUAL,"124,155 KM",DIESEL,2nd,"1,60,000"
"Avinashi, Avanashi",2007,Mitsubishi Lancer ,2.0 GLd,MANUAL,"176,000 KM",DIESEL,2nd,"2,86,000"
"Kandivali West, Mumbai",2013,Honda ,2011-2013 1.5 S AT,AUTOMATIC,63000.0 KM,PETROL,1st,"4,65,000"
"Ganga Bai Ghat Chowk, Nagpur",2017,Maruti ,ZXI AMT,AUTOMATIC,43000.0 KM,PETROL,2nd,"4,60,000"
"Shantipuram, Visakhapatnam",2018,Bmw X1 ,sDrive20d Expedition,MANUAL,87000.0 KM,DIESEL,1st,"24,99,999"
"Shantipuram, Visakhapatnam",2014,Maruti ,VDI (ABS) BS IV,MANUAL,110000.0 KM,DIESEL,1st,"4,39,999"
"Ashirvad Society, Vijapur",2013,Chevrolet ,3 LT,MANUAL,63000.0 KM,DIESEL,1st,"4,45,000"
"Malleshwaram, Bengaluru",2015,Honda ,,MANUAL,45000.0 KM,PETROL,1st,"4,30,000"
"New Shakti Nagar, Ludhiana",2016,Maruti ,VXI 1.2,MANUAL,44560.0 KM,PETROL,1st,"3,55,000"
"Mathurakati, Kharagpur",2018,Maruti ,Others,AUTOMATIC,"43,000 KM",PETROL,3rd,"5,35,000"
"Shanti Nagar Colony, Chhatarpur",2011,Mahindra ,SLX,MANUAL,"62,000 KM",DIESEL,1st,"1,80,000"
"Madhapur, Hyderabad",2010,Maruti ,VXI,MANUAL,73585.0 KM,PETROL,1st,"2,85,000"
"Aishwarya Crystal Layout, Bengaluru",2021,Tata ,1.2 Revotron XE,MANUAL,1.0 KM,PETROL,--,"8,64,831"
"Puthanathani, Malappuram",2017,Skoda ,320d Luxury Line,AUTOMATIC,113000.0 KM,DIESEL,1st,"22,00,000"
"R J Estate, Dehradun",2011,Maruti Dzire ,LDI,MANUAL,90000 KM,DIESEL,Second,"2,45,000"
"Sector 75, Noida",2011,Ford ,2010-2012 Petrol Titanium,MANUAL,70000 KM,PETROL,First,"1,28,000"
"Nandipalli, Kakinada",2021,Maruti ,Others,MANUAL,"5,000 KM",PETROL,1st,"6,20,000"
"Goregaon West, Mumbai",2014,Nissan Terrano ,XL D Option,MANUAL,79000.0 KM,DIESEL,1st,"4,79,000"
"Malleshwaram, Bengaluru",2015,Honda ,,MANUAL,28000.0 KM,PETROL,2nd,"6,10,000"
"Aggarwal Nagar, Dhule",2013,Maruti ,ZDI,MANUAL,"105,000 KM",DIESEL,2nd,"6,00,000"
"Pannore, Puranattukara",1995,Maruti ,Base,MANUAL,"26,500 KM",PETROL,4+,"40,000"
"Malleshwaram, Bengaluru",2010,Ford ,,MANUAL,78000.0 KM,DIESEL,3rd,"2,25,000"
"Sector 10 Sakte Purwa, Lucknow",2014,Maruti ,2012-2016 LXI,MANUAL,43000.0 KM,PETROL,1st,"2,40,000"
"Santipur, Guwahati",2011,Ford ,1.4 TDCi DuraTorq,--,88416.0 KM,DIESEL,--,"98,000"
"Medahalli, Bengaluru",2006,Honda ,2003-2005 1.5 GXI,MANUAL,"180,000 KM",PETROL,2nd,"90,000"
"Kolathur Kannagi Nagar, Chennai",2016,Mercedes Benz Etios ,1.5 V,MANUAL,70000.0 KM,PETROL,1st,"6,00,000"
"Sinthan Nagar, Bengaluru",2002,Maruti ,8 Seater BSII,MANUAL,"80,000 KM",PETROL,2nd,"85,000"
"Thirumarai Nagar, Coimbatore",2013,Renault Pulse ,RxZ Diesel,MANUAL,43000.0 KM,DIESEL,1st,"3,85,000"
"Shiv Bhumi, Rajkot",2013,Audi A4 ,2008-2014 New 2.0 TDI Multitronic,AUTOMATIC,"47,000 KM",DIESEL,2nd,"8,50,000"
"Sector 76, Faridabad",2018,Maruti ,VDi,MANUAL,"45,000 KM",DIESEL,1st,"7,00,000"
"Janakpuri, Delhi",2017,Maruti ,LXI CNG,MANUAL,73850.0 KM,CNG & HYBRIDS,1st,"4,00,500"
"Chowk, Lucknow",2008,Chevrolet ,2007-2012 1.0 LS,MANUAL,68000.0 KM,PETROL,1st,"90,000"
"Hadapsar Industrial Estate, Pune",2011,Maruti Estilo ,VXI BSIII,MANUAL,17000.0 KM,PETROL,1st,"2,15,000"
"Meoka Village, Gurgaon",2010,Hyundai ,2007-2010 Era 1.1,MANUAL,70000 KM,PETROL,Second,"2,05,000"
"Jeevan Park, Delhi",2008,Honda ,2008-2011 1.5 S AT,MANUAL,70000 KM,PETROL,Second,"2,00,000"
"BL Gowda Layout Park, Chitradurga",2011,Maruti ,Maruti MPI STD BSIII 5-STR W/ IMMOBILISER,AUTOMATIC,"71,000 KM",LPG,3rd,"1,70,000"
Dalmau,2006,Marutilto ,LX,MANUAL,"120,000 KM",PETROL,2nd,"90,000"
"Sector 10 Sakte Purwa, Lucknow",2015,Mahindra ,2011-2015 W8-2WD,MANUAL,95000.0 KM,DIESEL,1st,"7,50,000"
"Kadma, Jamshedpur",2010,Tata ,,MANUAL,"45,000 KM",DIESEL,3rd,"2,40,000"
"Dammaiguda, Hyderabad",2019,Maruti Dzire ,VDI,MANUAL,"37,500 KM",DIESEL,1st,"8,20,000"
"Karmchari Nagar, Bareilly",2010,Maruti Duo ,Others,MANUAL,"59,000 KM",CNG & HYBRIDS,4th,"1,60,000"
"Sector 10 Sakte Purwa, Lucknow",2010,Hyundai ,2009-2011 Magna,MANUAL,63000.0 KM,PETROL,1st,"2,65,000"
"Ravi Dass Nagar, Mandi Dabwali",2007,Maruti ,2006-2010 VXI Minor,MANUAL,20 KM,PETROL,2nd,"94,000"
"Malleshwaram, Bengaluru",2012,Hyundai ,,MANUAL,120000.0 KM,DIESEL,2nd,"4,65,000"
"Calicut University, Kozhikode",2015,Maruti ,DDiS VDI,MANUAL,94655.0 KM,DIESEL,1st,"5,19,750"
"Vattaparambu, Irimbiliyam",2012,Maruti ,VDI,MANUAL,"125,000 KM",DIESEL,2nd,"2,95,000"
"Paingattuvayal, Pattukkottai",2009,Fiat Linea Classic ,1.3 Multijet,MANUAL,940000.0 KM,DIESEL,3rd,"1,75,000"
"Charthawal, Charthaval",2006,Maruti Stingray ,LXI,AUTOMATIC,"70,000 KM",PETROL,3rd,"65,000"
"Malleshwaram, Bengaluru",2004,Hyundai ,,MANUAL,51000.0 KM,PETROL,1st,"1,30,000"
"Rajiv Chowk, Gurgaon",2017,Ford ,,MANUAL,80737.0 KM,DIESEL,--,"4,65,000"
"Nabipur, Bharuch",2015,Mahindra ,2012-2014 D4 BSIV,MANUAL,126000.0 KM,DIESEL,1st,"2,51,000"
"SG Highway, Ahmedabad",2018,Mercedes Benz Fortuner ,2.8 2WD MT,MANUAL,49000.0 KM,DIESEL,1st,"27,00,000"
"Mira Road East, Mumbai",2014,Maruti ,VDI,MANUAL,90000 KM,PETROL,Third,"3,70,000"
"Ram Krishna Nagar, Vijayawada",2016,Mercedes Benz Etios ,1.4 GD,MANUAL,120000 KM,DIESEL,Second,"6,10,000"
"Malleshwaram, Bengaluru",2007,Ford ,,MANUAL,98450.0 KM,PETROL,3rd,"1,60,000"
"Vikaspuri, Delhi",2012,Hyundai ,2012-2014 Sportz 1.2,MANUAL,57300.0 KM,PETROL,1st,"3,10,000"
"Vikaspuri, Delhi",2015,Hyundai Active ,S Petrol,MANUAL,57300.0 KM,PETROL,2nd,"4,50,000"
"Peptech City, Chhatarpur",2009,Tata ,CS LX TDI,AUTOMATIC,"75,000 KM",DIESEL,2nd,"1,40,000"
"Vikaspuri, Delhi",2012,Maruti 1.0 ,1.0 LXi,MANUAL,56300.0 KM,PETROL,2nd,"2,15,000"
"Korattur TNHB Colony, Chennai",2018,Honda ,VX i-VTEC,AUTOMATIC,"15,000 KM",PETROL,1st,"7,25,000"
"Rahim Bagh, Srinagar",2011,Hyundai ,GLS,MANUAL,"78,000 KM",PETROL,2nd,"1,50,000"
"Giri Nagar, Bengaluru",2016,Maruti Dzire ,LDI,MANUAL,98000.0 KM,DIESEL,1st,"2,35,000"
"Vikaspuri, Delhi",2010,Maruti ,VXI,MANUAL,64300.0 KM,PETROL,1st,"1,99,000"
"Schoolpadi, Kizhuparamba",2009,Tata ,TDI LS,MANUAL,"130,000 KM",DIESEL,2nd,"70,000"
"Aranthavapuram, Ammapettai Thanjavur District",2018,Maruti Dzire Tour ,Others,MANUAL,"109,600 KM",DIESEL,1st,"4,75,000"
"Vikaspuri, Delhi",2015,Hyundai ,Sportz Plus Diesel,MANUAL,59600.0 KM,DIESEL,1st,"4,65,000"
"Torsa, Koch Bihar",2003,Marutilto ,LX,AUTOMATIC,"95,000 KM",PETROL,1st,"75,000"
"Vikaspuri, Delhi",2015,Volkswagen Polo ,2013-2015 1.2 MPI Highline,MANUAL,57200.0 KM,PETROL,1st,"4,10,000"
"St Thomas Mount Rajeswari Colony, Chennai",2017,Maruti ,VXI,MANUAL,40900.0 KM,PETROL,2nd,"4,75,000"
"Model Town, Ludhiana",2015,Hyundai Active ,Active 1.4 SX (O),MANUAL,79000.0 KM,DIESEL,1st,"5,35,000"
"Anayara, Thiruvananthapuram",2016,Mercedes Benz Etios ,1.4 VD,MANUAL,51000.0 KM,DIESEL,1st,"6,50,000"
"New Shakti Nagar, Ludhiana",2008,Maruti ,DDiS VDI,MANUAL,75722.0 KM,DIESEL,3rd,"2,20,000"
"Dayal Nagar, Phulera",2019,Hyundai ,2011-2014 1.4 EX,MANUAL,"100,000 KM",DIESEL,1st,"8,50,000"
"Uran, Navi Mumbai",2013,Tata ,,MANUAL,"92,095 KM",DIESEL,2nd,"75,000"
"Goregaon East, Mumbai",2012,Hyundai ,1.6 CRDi SX,MANUAL,80000.0 KM,DIESEL,2nd,"3,49,000"
"Mahajan Mohalla, Dasuya",2020,Hyundai ,,MANUAL,"1,800 KM",DIESEL,2nd,"12,00,000"
"Shalimar Bagh, Delhi",2011,Hyundai ,1.2 Kappa Magna,MANUAL,27000.0 KM,PETROL,2nd,"1,95,000"
"Sector 32C, Chandigarh",2007,Maruti ,1.2 DLX,MANUAL,67000.0 KM,PETROL,2nd,"1,95,000"
"Shalimar Bagh, Delhi",2010,Hyundai ,Sportz 1.2 BS-IV,MANUAL,65000.0 KM,PETROL,2nd,"2,15,000"
"Kammasandra, Bengaluru",2006,Honda ,CVT,AUTOMATIC,"97,000 KM",PETROL,4th,"1,90,000"
"Railway Colony, Chandigarh",2014,Marutilto K10 ,VXI,MANUAL,"65,123 KM",PETROL,1st,"1,00,000"
"Mowlivakkam Chawdra Moleewarer Nagar, Chennai",2012,Mercedes Benz Innova ,2.5 EV (Diesel) PS 8 Seater BS IV,MANUAL,"290,000 KM",DIESEL,2nd,"5,30,000"
"Chandigarh Airport Area, Chandigarh",2012,Honda ,1.8 S MT,MANUAL,63000.0 KM,PETROL,2nd,"4,45,000"
"Palangi, Tanuku",2021,Hyundai ,SX Diesel,MANUAL,"21,000 KM",DIESEL,1st,"10,70,000"
"Santipur, Guwahati",2009,Chevrolet ,1.0 LS,--,78451.0 KM,PETROL,--,"83,000"
"Shalimar Bagh, Delhi",2016,Ford ,1.5 Diesel Titanium Plus,MANUAL,51000.0 KM,DIESEL,1st,"5,75,000"
"Sector 48, Chandigarh",2016,Volkswagen Ameo ,1.2 MPI Comfortline,MANUAL,75000.0 KM,PETROL,1st,"4,65,000"
"Nandur Naka, Nashik",2014,Honda ,V i-DTEC,MANUAL,85500.0 KM,DIESEL,1st,"5,80,000"
"Chandigarh Airport Area, Chandigarh",2008,Ford ,2.2 Trend MT 4X2,MANUAL,112000.0 KM,DIESEL,2nd,"3,50,000"
"Moosapet, Hyderabad",2010,Marutilto ,LXi,MANUAL,63000.0 KM,PETROL,1st,"1,49,999"
"Kolathur Kannagi Nagar, Chennai",2008,Chevrolet ,1.0 LT,MANUAL,70000.0 KM,PETROL,1st,"1,50,000"
"Shalimar Bagh, Delhi",2017,Maruti ,Delta,MANUAL,24000.0 KM,PETROL,1st,"5,65,000"
"Chandigarh Airport Area, Chandigarh",2014,Marutilto K10 ,LXI CNG,MANUAL,67000.0 KM,CNG & HYBRIDS,2nd,"2,65,000"
"Joga Bai, Delhi",2011,Mercedes Benz ,E350 CDI Avantgarde,AUTOMATIC,90000 KM,DIESEL,First,"7,00,000"
